content ,original_id,from,date_created,sentiment,original_sentiment
Jokowi senyum lihat gaya Basuki pimpin rapat ,'461727210311667712','RAJAMARKETING13','2014-05-01 11:42:00','Other','Possibly Positive'
Jokowi senyum benci beliau bilang alhamdulillah ,'461858167669141504','AnandyaLina','2014-05-01 20:22:22','Other','Possibly Positive'
Jokowi tawa terima hadiah serbet motif kotak kotak p  ,'461759583510212608','indodetik','2014-05-01 13:50:38','Other','Other'
Jokowi tetap tahan Outsourcing ,'461909857616945154','wakilrakyatcom','2014-05-01 23:47:46','Other','Other'
Jokowi tetap pilih baik bangsa indonesia JASMEVSulSel ,'461631058396463104','JasmevPWT','2014-05-01 05:19:55','Other','Possibly Positive'
JOKOWI the NEXT PRESIDENT ri ,'461808194277224448','JASMEVSulSel','2014-05-01 17:03:48','Other','Other'
Jokowi tidak hasil pimpin indonesia rakyat indonesia tidak sadar untuk satu baik Negeri cinta ,'461714867523567616','AlxJerry','2014-05-01 10:52:57','Other','Other'
Jokowi tidak milik etika Karakter by ,'461797255121731584','argopantas','2014-05-01 16:20:20','Other','Other'
Jokowi tidak tutup Ahok kembali jadi wakil ,'461770732016394240','abankadabra','2014-05-01 14:34:56','Other','Other'
Jokowi tidk untuk buruh Jokowi tolak Ical jawab Prabowo hadiri hari buruh ,'461785910208499712','Rere_Julis','2014-05-01 15:35:15','Other','Other'
jokowi tinjau bakar pasar senen bilang citra andai tinjau bilang males tidak peduli ,'461835467151794179','BelaJokowi','2014-05-01 18:52:10','Other','Other'
Jokowi tinjau sapi rph kupang hari ,'461606733421768704','bewaraco','2014-05-01 03:43:16','Other','Other'
Jokowi tokoh jamin kaum minoritas anggap sesat masuk Syiah Ahmadiyah LDII dst krn 1000 dukung JKWaP ,'461740292740087809','sahaI_AS','2014-05-01 12:33:59','Other','Possibly Positive'
Jokowi tolak Ical jawab Prabowo hadiri hari buruh ,'461791777347756033','WartaTerupdate','2014-05-01 15:58:34','Other','Other'
Jokowi tolak Ical jawab Prabowo Hadiri hari buruh ,'461803855282307072','SheilaNatacia','2014-05-01 16:46:33','Other','Other'
Jokowi tolak Ical jawab Prabowo hadiri hari buruh ,'461791053398290432','harakara91','2014-05-01 15:55:41','Other','Other'
Jokowi tolak Ical jawab Prabowo Hadiri hari buruh ,'461803854950961152','DMX014','2014-05-01 16:46:33','Other','Other'
Jokowi tolak Ical jawab Prabowo hadiri hari buruh ,'461784596330192896','merdekadotcom','2014-05-01 15:30:01','Other','Other'
Jokowi tolak Ical jawab Prabowo Hadiri hari buruh ,'461803855383384064','Cellocity','2014-05-01 16:46:33','Other','Other'
Jokowi tolak Ical jawab Prabowo hadiri hari buruh ,'461787765240123392','divsurgiant','2014-05-01 15:42:37','Other','Other'
Jokowi tolak Ical jawab Prabowo hadiri HariBuruh ,'461786962718777344','PresidenDotInfo','2014-05-01 15:39:26','Other','Other'
Jokowi tolak Ical jawab Prabowo hadiri hari buruh ,'461809601063559169','Sarah_Pnd','2014-05-01 17:09:23','Question','Question'
Jokowi tolak hapus outsourcing denger komentar Oneng simak kata Jokowi soal buruh outsourcing ,'461850535125991424','niminemlaedere','2014-05-01 19:52:03','Other','Other'
Jokowi Indosiar ,'461908105358368768','bernardusbayu','2014-05-01 23:40:48','Other','Other'
Jokowi orang tidak konsisten ,'461727032984862721','fauzhyyyy','2014-05-01 11:41:17','Other','Other'
Jokowi kaya daniel bryan elimination chamber ,'461583797209661441','prassetia','2014-05-01 02:12:07','Other','Other'
Jokowi ubah taman Kebayoran baru jadi indah ,'461660730929209344','Mbah_Jiman_2000','2014-05-01 07:17:50','Other','Other'
Jokowi ucap selamat hari buruh ekonomi  ,'461901963223789570','WartaEkonomi','2014-05-01 23:16:24','Other','Possibly Positive'
Jokowi untuk buruh ,'461785520654139392','garishitam_','2014-05-01 15:33:42','Other','Other'
Jokowi untuk indonesia hebat JKWaP ,'461908263466856448','taufikers81','2014-05-01 23:41:26','Other','Possibly Positive'
Jokowi urusi gubernur Prabowo presiden th2014 ,'461892633531412480','yatimassaulia','2014-05-01 22:39:20','Other','Other'
Jokowi untuk indonesia untuk ,'461698964421492736','husnilkk','2014-05-01 09:49:45','Other','Other'
Jokowi vs Prabowo pasar voor ape epekkalahtaroan ,'461648410869645313','dreybotak','2014-05-01 06:28:52','Other','Possibly Negative'
Jokowi vs Prabowo ,'461845857185177603','sutiyo_setyo','2014-05-01 19:33:27','Other','Other'
Jokowi with Tina Talisa interupsi Indosiar keren ,'461901531554398209','tomchan1490','2014-05-01 23:14:41','Other','Possibly Positive'
Jokowi iya Jokowi Megawati andai interfensi Jokowi rasa Megawati mudah belio tatap prinsifny ,'461817429736185856','cholifhasyuhada','2014-05-01 17:40:30','Other','Possibly Positive'
Jokowi yakin rayu dpr hapus subsidi bbm ,'461860501513699328','nadiyayu1','2014-05-01 20:31:39','Other','Possibly Positive'
Jokowi turba dada kejut komunikasi dgn rakyat bahasa rakyat waktu puja puja   ,'461726725684994049','JASMEVSulSel','2014-05-01 11:40:04','Question','Question'
Jokowi patut sindir Jokowi sindir raya hari buruh Hura hura  ,'461838517870407680','mbahbayek','2014-05-01 19:04:17','Other','Other'
Jokowi siap jadi president PDIP siap Hadapi Pilpres ,'461815345221607424','ishanino','2014-05-01 17:32:13','Other','Other'
Jokowi nihD NMCBINUSroia kenal jokowi ,'461846865986588673','nabilaazzahrarz','2014-05-01 19:37:28','Question','Question'
Jokowi indosiar ,'461912038961192960','wildanbonjes','2014-05-01 23:56:26','Other','Other'
Jokowi Ryamizard indonesia butuh pimpin berani orang ,'461894797079236608','yulius_geh','2014-05-01 22:47:55','Other','Other'
Jokowi bilang berani hapus subsidi bbm ,'461663130225893376','aliasjojoz','2014-05-01 07:27:22','Other','Other'
Jokowi sederhana simpel Ngga muluk2 ,'461908770059071490','thaliaauau','2014-05-01 23:43:27','Other','Other'
Jokowi malam ppp gelar rapat tutup arah koalisi ,'461882018440032256','irhamali','2014-05-01 21:57:09','Other','Possibly Negative'
Jokowi buruh KSPI aksi gbk bayar biaya sewa gbk ,'461896371151179777','imamer','2014-05-01 22:54:11','Other','Other'
Jokowijokowijokowiya e tetap semangat ,'461843807705653248','samirun_samy','2014-05-01 19:25:19','Other','Possibly Positive'
Jokowigak amanahdi ragu islamannyablm silaturahmi ulama DKIkoq rr cont ,'461761503922626560','info4marwan','2014-05-01 13:58:16','Other','Possibly Negative'
JokowiUnsur warna merah biru koalisi sejati 2014 pilih Jokowi Prabowo pan galau ,'461908123892973568','Ignastherry','2014-05-01 23:40:53','Other','Other'
Jokowi titik terang koalisi pkb ppp  ,'461594650592047104','kliknewsco','2014-05-01 02:55:15','Other','Other'
Jokowi titik terang koalisi pkb amp ppp ,'461586387301830657','susiesusee','2014-05-01 02:22:25','Other','Other'
Jokowi titik terang koalisi pkb ppp ,'461566857674117120','achoze','2014-05-01 01:04:49','Other','Other'
Jokowi adu program ,'461813732784365568','imotone','2014-05-01 17:25:48','Other','Possibly Negative'
Jokowi banjir ambil hikmah banjir satu masalah macet atas ,'461708818855251968','abdansyakura__','2014-05-01 10:28:55','Other','Other'
Jokowi soal buruh uu lindung ,'461755189695766528','Kabar3com','2014-05-01 13:33:10','Other','Possibly Positive'
Jokowi biaya may day baik untuk obat ,'461775060320014337','KotaRiau','2014-05-01 14:52:08','Other','Other'
Jokowi biaya may day baik untuk obat ,'461799868734791682','PlasaMSN','2014-05-01 16:30:43','Other','Other'
Jokowi biaya may day baik untuk obat ,'461775565964337152','KilasIndonesia','2014-05-01 14:54:08','Other','Other'
Jokowi biaya may day baik untuk obat ,'461775614408540160','JKW4P_Info','2014-05-01 14:54:20','Other','Other'
Jokowi bupati pulau ribu jual pulau ,'461662710074445824','Mbah_Jiman_2000','2014-05-01 07:25:42','Other','Other'
Jokowi buruh demo ingat hari buruh Republika Online  ,'461750310818418688','TopNewsID','2014-05-01 13:13:47','Other','Other'
Jokowi buruh demo ingat hari buruh berita kabar ,'461744975999275008','BeritaKabar','2014-05-01 12:52:35','Other','Other'
Jokowi buruh demo ingat hari buruh Republika Online ,'461754092675952640','obrolanpolitik','2014-05-01 13:28:49','Other','Other'
Jokowi buruh demo ingat hari buruh ,'461906409823948800','salafudinimam','2014-05-01 23:34:04','Other','Other'
Jokowi buruh demo ingat HariBuruh ,'461746124009660416','cybernurani','2014-05-01 12:57:09','Other','Other'
Jokowi Cawapres tinggal dua nama ,'461566092830179328','inhusatucom','2014-05-01 01:01:46','Other','Other'
Jokowi dana demo buruh baik pakai beli ambulans ,'461766004536651777','Kabar24','2014-05-01 14:16:09','Other','Other'
Jokowi demo baik buruh beli ambulans ,'461786027128938496','liputan6dotcom','2014-05-01 15:35:43','Other','Possibly Positive'
Jokowi demo baik buruh patungan beli ambulans ,'461795264227840001','officialGeafa','2014-05-01 16:12:25','Other','Possibly Positive'
Jokowi demo baik guna dana untuk beli ambulans ,'461869929868701697','Kabar3com','2014-05-01 21:09:07','Other','Possibly Positive'
Jokowi Hura hura mending buruh bantu sakit  ,'461797739722833920','Jog_Jakarta','2014-05-01 16:22:15','Other','Other'
Jokowi urun untuk demo baik beli ambulans ,'461782752506167298','beritasatutv','2014-05-01 15:22:42','Other','Possibly Positive'
Jokowi urun untuk demo baik beli ambulans ,'461873966228180992','henhus','2014-05-01 21:25:09','Other','Possibly Positive'
Jokowi Demontrasi buruh juang tiga ,'461753222089015297','CelotehPemilu','2014-05-01 13:25:21','Other','Other'
Jokowi dialog perintah buruh laku  ,'461884233984659456','WartaTerupdate','2014-05-01 22:05:57','Other','Other'
Jokowi dua ijo gabung ,'461702948582871040','PDIP_Online','2014-05-01 10:05:35','Other','Other'
Jokowi Feeling butuh kali ketemu cak Imin ,'461760211418509312','metro_koran','2014-05-01 13:53:08','Other','Other'
Jokowi tidak mikir tidak mikir pak Jokowi mari bangunsiapsiap sholat subuh pak Prabowo jugamari siap ,'461609851609567233','DrZam_seksolog','2014-05-01 03:55:39','Other','Other'
Jokowi gaji buruh kuat industri kuat SoffiAgus ,'461756825763729408','despar54','2014-05-01 13:39:40','Other','Other'
Jokowi gandeng konsultan tidak tumpang tindih nas Tribun  ,'461842655727452160','KurniaAgung175','2014-05-01 19:20:44','Other','Possibly Negative'
Jokowi indonesia perlu benah sektor tani ,'461869805780209664','IdrisSuherdi','2014-05-01 21:08:37','Other','Other'
Jokowi insya Allah koalisi Muhaimin ,'461674336177250304','DepPolitik','2014-05-01 08:11:53','Other','Other'
Jokowi gantung impor sapi ,'461865748822896640','nadiyayu1','2014-05-01 20:52:30','Other','Other'
Jokowi dialog buruh Nggak perlu demo tuntut naik ump ,'461748745303236608','RoniTumarang','2014-05-01 13:07:34','Question','Question'
Jokowi impor batas ,'461874026747412480','zazli1','2014-05-01 21:25:23','Other','Other'
Jokowi kerja layak upah layak hidup layak ,'461718490185863169','tmasduki','2014-05-01 11:07:21','Other','Other'
Jokowi timbang demo mending beli ambulans   ,'461773021703708673','MonitorINDO','2014-05-01 14:44:02','Other','Other'
Jokowi timbang demo mending beli ambulans ,'461738404519350272','harian_terbit','2014-05-01 12:26:28','Other','Other'
Jokowi timbang demo mending beli ambulans HanTer gubernur dki Joko Widodo Jokowi  ,'461739384471973889','TerbitNews','2014-05-01 12:30:22','Other','Other'
Jokowi koalisi pkb tinggal ,'461570805269164033','BeritAnda','2014-05-01 01:20:30','Other','Other'
Jokowi koalisi PDIP pkb satu temu Tempoco   ,'461571395206778880','taliaras','2014-05-01 01:22:50','Other','Other'
Jokowi koalisi ramping untuk cegah politik transaksi dagang sapi nenek_jagoan ,'461764343986520064','despar54','2014-05-01 14:09:33','Other','Other'
Jokowi komunikasi politik PDIP pkb sepakat  ,'461691439143858176','reinhardmanru','2014-05-01 09:19:51','Other','Other'
Jokowi baik NKRI mulai daerah ,'461579101946380289','Bluezbiru','2014-05-01 01:53:28','Other','Other'
Jokowi raya hari buruh Hura huraada benar  ,'461829893248909312','SyarifAhmmad','2014-05-01 18:30:01','Other','Other'
Jokowi ingat hari buruh dialog ,'461770343640621056','InvestorID','2014-05-01 14:33:23','Other','Other'
Jokowi soal bangun daerah ,'461905890107752448','devita_ra07','2014-05-01 23:32:00','Other','Other'
Jokowi soal bangun daerah ,'461905268297986049','novitaningrumr','2014-05-01 23:29:32','Other','Other'
Jokowi soal bangun daerah ,'461905903441428480','zazli1','2014-05-01 23:32:03','Other','Other'
Jokowi soal bangun daerah ,'461905847296491520','zazli1','2014-05-01 23:31:50','Other','Other'
Jokowi soal bangun daerah ,'461905889797373952','novitaningrumr','2014-05-01 23:32:00','Other','Other'
Jokowi tani beban pupuk benih impor ,'461794096051286016','junhyungcola','2014-05-01 16:07:46','Other','Other'
Jokowi manusia butuh canda canda  ,'461868154008776704','IdrisSuherdi','2014-05-01 21:02:03','Other','Other'
Jokowi sbg Capres masalah bangsa yg baik era sby cheng_ho14 ,'461853005063544832','despar54','2014-05-01 20:01:51','Positive','Positive'
Jokowi sby 10 tahun bikin 4 album popSaya 5 tahun bikin 10 album rock ,'461697236943241217','abdansyakura__','2014-05-01 09:42:53','Other','Other'
Jokowi Nasdem pkb ppp titik terang koalisi pdi p  ,'461562074616041473','Qistinaafiqa','2014-05-01 00:45:48','Other','Other'
Jokowi banjir lutut tidak semonas aman ,'461705699903688704','abdansyakura__','2014-05-01 10:16:31','Question','Question'
Jokowi selamat hari buruh ,'461741161833459712','tidakditemukann','2014-05-01 12:37:26','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461747858891239424','JKW4P_Info','2014-05-01 13:04:03','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908483638837248','mala_mil','2014-05-01 23:42:19','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908539855089664','mala_mil','2014-05-01 23:42:32','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908245125537792','mala_mil','2014-05-01 23:41:22','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908481277452288','jahrir1','2014-05-01 23:42:18','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908507424718850','jahrir1','2014-05-01 23:42:24','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908787079954432','jahrir1','2014-05-01 23:43:31','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907943344979968','mala_mil','2014-05-01 23:40:10','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907983270559744','mala_mil','2014-05-01 23:40:19','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908509148192771','mala_mil','2014-05-01 23:42:25','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908787553529856','mala_mil','2014-05-01 23:43:31','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908459235995648','mala_mil','2014-05-01 23:42:13','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908137864212481','mala_mil','2014-05-01 23:40:56','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908074735751168','mala_mil','2014-05-01 23:40:41','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908097221410816','mala_mil','2014-05-01 23:40:46','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908043316215808','mala_mil','2014-05-01 23:40:34','Other','Possibly Negative'
Jokowi selamat hari buruh ,'461908121191841792','mala_mil','2014-05-01 23:40:52','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907944884273152','sartikarasya','2014-05-01 23:40:10','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907985137025024','sartikarasya','2014-05-01 23:40:20','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908510263877633','sartikarasya','2014-05-01 23:42:25','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908790661500929','sartikarasya','2014-05-01 23:43:32','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908540609687552','sartikarasya','2014-05-01 23:42:32','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908461446369280','sartikarasya','2014-05-01 23:42:13','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908139483209728','sartikarasya','2014-05-01 23:40:56','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908076585447424','sartikarasya','2014-05-01 23:40:41','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908097624064000','sartikarasya','2014-05-01 23:40:46','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908122362068992','sartikarasya','2014-05-01 23:40:52','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908245959802881','sartikarasya','2014-05-01 23:41:22','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908511275122688','srimulyasari45','2014-05-01 23:42:25','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908791232319490','srimulyasari45','2014-05-01 23:43:32','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908046336503808','srimulyasari45','2014-05-01 23:40:34','Other','Possibly Negative'
Jokowi selamat hari buruh ,'461907945509253120','zazli1','2014-05-01 23:40:10','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907985271226368','zazli1','2014-05-01 23:40:20','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908514470768640','zazli1','2014-05-01 23:42:26','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908140699561987','zazli1','2014-05-01 23:40:57','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908076795154433','zazli1','2014-05-01 23:40:42','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908099058507777','zazli1','2014-05-01 23:40:47','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908046365478912','zazli1','2014-05-01 23:40:34','Other','Possibly Negative'
Jokowi selamat hari buruh ,'461908122815066112','zazli1','2014-05-01 23:40:52','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908507458297858','dewipermata99','2014-05-01 23:42:24','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908094365474817','dewipermata99','2014-05-01 23:40:46','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908040288313345','dewipermata99','2014-05-01 23:40:33','Other','Possibly Negative'
Jokowi selamat hari buruh ,'461907943227539458','devita_ra07','2014-05-01 23:40:10','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907981437652992','devita_ra07','2014-05-01 23:40:19','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908506941988866','devita_ra07','2014-05-01 23:42:24','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908785489911808','devita_ra07','2014-05-01 23:43:30','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908536058839040','devita_ra07','2014-05-01 23:42:31','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908191442264064','devita_ra07','2014-05-01 23:41:09','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908072298852352','devita_ra07','2014-05-01 23:40:40','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908094159572992','devita_ra07','2014-05-01 23:40:46','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908038274658305','devita_ra07','2014-05-01 23:40:32','Other','Possibly Negative'
Jokowi selamat hari buruh ,'461908118511689728','devita_ra07','2014-05-01 23:40:51','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908243753615360','devita_ra07','2014-05-01 23:41:21','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461747857666502656','niusantara','2014-05-01 13:04:02','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907537940324354','aminsughi','2014-05-01 23:38:33','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461799896631087104','InfoGorontaloID','2014-05-01 16:30:49','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907540683816961','zazli1','2014-05-01 23:38:34','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461799908333207552','JKW4P_Info','2014-05-01 16:30:52','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461761251022884865','ZulvanD_Andika','2014-05-01 13:57:16','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907982201393152','jay_ray6','2014-05-01 23:40:19','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908139210964992','jay_ray6','2014-05-01 23:40:56','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907984567005185','partai2014','2014-05-01 23:40:20','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908097838370816','partai2014','2014-05-01 23:40:47','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907943626002432','rahmaazharir','2014-05-01 23:40:10','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907984159764480','rahmaazharir','2014-05-01 23:40:19','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908510129680384','rahmaazharir','2014-05-01 23:42:25','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908790355304448','rahmaazharir','2014-05-01 23:43:32','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908540202811392','rahmaazharir','2014-05-01 23:42:32','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908461224075264','rahmaazharir','2014-05-01 23:42:13','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908139239948288','rahmaazharir','2014-05-01 23:40:56','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908076098904065','rahmaazharir','2014-05-01 23:40:41','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908097456275457','rahmaazharir','2014-05-01 23:40:46','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908044461264897','rahmaazharir','2014-05-01 23:40:34','Other','Possibly Negative'
Jokowi selamat hari buruh ,'461908121481252865','rahmaazharir','2014-05-01 23:40:52','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908245850767361','rahmaazharir','2014-05-01 23:41:22','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907981245112320','novitaningrumr','2014-05-01 23:40:19','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908072177631232','novitaningrumr','2014-05-01 23:40:40','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461761032650645504','actualnewsIND','2014-05-01 13:56:23','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461756694435876865','InfoBeritaMu','2014-05-01 13:39:09','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908085154390016','novitaningrumr','2014-05-01 23:40:44','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461761022294888448','KilasIndonesia','2014-05-01 13:56:21','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461907941088821248','lamunan3','2014-05-01 23:40:09','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908012245204992','lamunan3','2014-05-01 23:40:26','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908787751043072','lamunan3','2014-05-01 23:43:31','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908074966822913','lamunan3','2014-05-01 23:40:41','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908097523785728','lamunan3','2014-05-01 23:40:46','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461799898581446656','niusantara','2014-05-01 16:30:50','Other','Possibly Positive'
Jokowi selamat hari buruh ,'461908085108269056','dewipermata99','2014-05-01 23:40:43','Other','Possibly Positive'
Jokowi selamat hari buruh dunia  ,'461726520353230849','IDBloggator','2014-05-01 11:39:15','Other','Possibly Positive'
Jokowi selamat hari buruh dunia ,'461724964714864641','napitupulu_dina','2014-05-01 11:33:04','Other','Possibly Positive'
Jokowi selamat hari buruh gubernur dki Joko Widodo Jokowi me  ,'461752969801646080','Ferdians090','2014-05-01 13:24:21','Other','Possibly Positive'
Jokowi selamat hari buruh gubernur dki Joko Widodo Jokowi ucap selamat h  ,'461749071753924609','AchdiAzizy1','2014-05-01 13:08:52','Positive','Positive'
Jokowi selamat hari buruh gubernur dki Joko Widodo Jokowi ucap selamat hari  ,'461749276150747137','TanggalKalender','2014-05-01 13:09:40','Positive','Positive'
Jokowi selamat HariBuruh ,'461758407943266304','twitnurani','2014-05-01 13:45:58','Other','Possibly Positive'
Jokowi rang udara darat ,'461616414961704960','antero_news','2014-05-01 04:21:44','Other','Other'
Jokowi subsidi bbm hilang 4 tahun ,'461635546704404480','s_cahyo97','2014-05-01 05:37:45','Other','Other'
Jokowi subsidi bbm hilang 4 tahun ,'461860273502969856','GNP_33','2014-05-01 20:30:44','Other','Other'
Jokowi titik terang ppp pkb Capres PDIP Joko Widodo nyata bicara kait koalisi ,'461699043572211712','ciivass','2014-05-01 09:50:04','Other','Other'
Jokowi titik terang ppp pkb ,'461699969150238720','zaze_imroriz','2014-05-01 09:53:45','Other','Other'
Jokowi titik terang ppp pkb ,'461708225319276544','YoureANut','2014-05-01 10:26:33','Other','Other'
Jokowi titik terang ppp pkb Capres PDIP Joko Widodo nyata bicara kait koal ,'461695058220048384','DanuPutraJ','2014-05-01 09:34:14','Other','Other'
Jokowi betul ganjar marah masa beri hadiah ,'461718150111707136','ayamapdet','2014-05-01 11:05:59','Other','Possibly Negative'
Jokowi industri kuat buruh kuat ,'461711217040445440','RM_OL','2014-05-01 10:38:26','Other','Other'
Jokowi industri kuat buruh kuat ,'461710047932727296','JKW4P_Info','2014-05-01 10:33:48','Other','Other'
Jokowi industri kuat buruh kuat buruh integral warga negara in ,'461711198979768320','Shab1na','2014-05-01 10:38:22','Other','Other'
Jokowi industri kuat buruh kuat buruh integral warga negara indonesia ,'461706121158205441','berita_rmol','2014-05-01 10:18:12','Other','Other'
Jokowi industri kuat buruh kuat buruh integral warga ,'461711140083355648','WhongCilik','2014-05-01 10:38:08','Other','Other'
Jokowi masalah ppp gabung pdi juang ,'461618046524588033','suaradotcom','2014-05-01 04:28:13','Other','Possibly Positive'
Jokowi uang demo baik beli mobil ambulans ,'461747631564525569','_BeritaTerkini','2014-05-01 13:03:08','Other','Possibly Positive'
Jokowi uang demo baik beli mobil ambulans ,'461759097654624257','TuitNews1','2014-05-01 13:48:42','Other','Possibly Positive'
Jokowi uang demo baik beli mobil ambulans ,'461742472901578752','Paijonews','2014-05-01 12:42:38','Other','Possibly Positive'
Jokowi uang demo baik beli mobil ambulans ,'461748405220282368','TuitNews1','2014-05-01 13:06:13','Other','Possibly Positive'
Jokowi uang demo baik beli mobil ambulans ,'461742476605132800','RumahBerita1','2014-05-01 12:42:39','Other','Possibly Positive'
Jokowi uang demo baik beli mobil ambulans ,'461745734094569472','TuitNews1','2014-05-01 12:55:36','Other','Possibly Positive'
Jokowi uang demo baik beli mobil ambulans ,'461776473825624064','Infonesia_','2014-05-01 14:57:45','Other','Possibly Positive'
Jokowi uang demo baik beli mobil ambulans ,'461787851105918976','TuitNews1','2014-05-01 15:42:57','Other','Possibly Positive'
Jokowi uang demo baik beli mobil ambulans ,'461750645112844288','24News1','2014-05-01 13:15:07','Other','Possibly Positive'
Jokowi wujud tiga layak buruh ,'461745772837744640','MoralesJarR0','2014-05-01 12:55:45','Other','Other'
JOKOWID ihh presiden zlaai pak sby nya bobo p ,'461861871365021696','Nazlaribya_','2014-05-01 20:37:05','Other','Other'
Jokowidiperlukan dialog sosial perintah buruh ,'461730227920465920','jojo_botak','2014-05-01 11:53:59','Other','Other'
JOKOWIPemimpin beri harap ikan optimisme bangkit semangat pimpin tebar pesimisme caci maki  ,'461672431732527104','JASMEVSulSel','2014-05-01 08:04:19','Other','Possibly Positive'
Jokowi pimpin tegas ragui ,'461790480754171905','SeknasJokowiNTT','2014-05-01 15:53:24','Other','Other'
JOKOWI tenang Nggak nasi bungkus buruh KSPI aksi gbk bayar biaya sewa gbk ,'461898934101635072','annas_nsh','2014-05-01 23:04:22','Question','Question'
Jokowi lurus bohong tetap bohong laku deddysitorus ,'461832363433934852','kritik_us','2014-05-01 18:39:50','Other','Possibly Negative'
Jokowi pft benahi 5 tahun pft lobi politik maksud untung golong ,'461623798542774273','AdityaAnang28','2014-05-01 04:51:04','Other','Other'
